national_dex_id,name,type_primary,type_secondary,generation,region,source_game,sprite_url,description
202,Wobbuffet,Psychic,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png,
203,Girafarig,Normal,Psychic,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png,
204,Pineco,Bug,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png,
205,Forretress,Bug,Steel,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png,
206,Dunsparce,Normal,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png,
207,Gligar,Ground,Flying,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png,
208,Steelix,Steel,Ground,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png,
209,Snubbull,Fairy,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png,
210,Granbull,Fairy,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png,
211,Qwilfish,Water,Poison,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png,
212,Scizor,Bug,Steel,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png,
213,Shuckle,Bug,Rock,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png,
214,Heracross,Bug,Fighting,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png,
215,Sneasel,Dark,Ice,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png,
216,Teddiursa,Normal,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png,
217,Ursaring,Normal,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png,
218,Slugma,Fire,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png,
219,Magcargo,Fire,Rock,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,
220,Swinub,Ice,Ground,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,
221,Piloswine,Ice,Ground,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,
222,Corsola,Water,Rock,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,
223,Remoraid,Water,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png,
224,Octillery,Water,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,
225,Delibird,Ice,Flying,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,
226,Mantine,Water,Flying,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,
227,Skarmory,Steel,Flying,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,
228,Houndour,Dark,Fire,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,
229,Houndoom,Dark,Fire,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png,
230,Kingdra,Water,Dragon,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png,
231,Phanpy,Ground,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png,
232,Donphan,Ground,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,
233,Porygon2,Normal,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,
234,Stantler,Normal,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,
235,Smeargle,Normal,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,
236,Tyrogue,Fighting,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,
237,Hitmontop,Fighting,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,
238,Smoochum,Ice,Psychic,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,
239,Elekid,Electric,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,
240,Magby,Fire,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png,
241,Miltank,Normal,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,
242,Blissey,Normal,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,
243,Raikou,Electric,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,
244,Entei,Fire,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,
245,Suicune,Water,,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png,
246,Larvitar,Rock,Ground,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png,
247,Pupitar,Rock,Ground,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png,
248,Tyranitar,Rock,Dark,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png,
249,Lugia,Psychic,Flying,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png,
250,Ho Oh,Fire,Flying,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png,
251,Celebi,Psychic,Grass,2,Johto,Gold/Silver,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png,
252,Treecko,Grass,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png,
253,Grovyle,Grass,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png,
254,Sceptile,Grass,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,
255,Torchic,Fire,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,
256,Combusken,Fire,Fighting,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png,
257,Blaziken,Fire,Fighting,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png,
258,Mudkip,Water,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png,
259,Marshtomp,Water,Ground,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png,
260,Swampert,Water,Ground,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png,
261,Poochyena,Dark,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png,
262,Mightyena,Dark,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,
263,Zigzagoon,Normal,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,
264,Linoone,Normal,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,
265,Wurmple,Bug,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,
266,Silcoon,Bug,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png,
267,Beautifly,Bug,Flying,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,
268,Cascoon,Bug,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,
269,Dustox,Bug,Poison,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,
270,Lotad,Water,Grass,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,
271,Lombre,Water,Grass,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png,
272,Ludicolo,Water,Grass,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,
273,Seedot,Grass,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,
274,Nuzleaf,Grass,Dark,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png,
275,Shiftry,Grass,Dark,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,
276,Taillow,Normal,Flying,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,
277,Swellow,Normal,Flying,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,
278,Wingull,Water,Flying,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,
279,Pelipper,Water,Flying,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,
280,Ralts,Psychic,Fairy,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,
281,Kirlia,Psychic,Fairy,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,
282,Gardevoir,Psychic,Fairy,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png,
283,Surskit,Bug,Water,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,
284,Masquerain,Bug,Flying,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,
285,Shroomish,Grass,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,
286,Breloom,Grass,Fighting,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,
287,Slakoth,Normal,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,
288,Vigoroth,Normal,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png,
289,Slaking,Normal,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png,
290,Nincada,Bug,Ground,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png,
291,Ninjask,Bug,Flying,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,
292,Shedinja,Bug,Ghost,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,
293,Whismur,Normal,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png,
294,Loudred,Normal,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png,
295,Exploud,Normal,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,
296,Makuhita,Fighting,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png,
297,Hariyama,Fighting,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,
298,Azurill,Normal,Fairy,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,
299,Nosepass,Rock,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png,
300,Skitty,Normal,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png,
301,Delcatty,Normal,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png,
302,Sableye,Dark,Ghost,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png,
303,Mawile,Steel,Fairy,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png,
304,Aron,Steel,Rock,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png,
305,Lairon,Steel,Rock,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png,
306,Aggron,Steel,Rock,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png,
307,Meditite,Fighting,Psychic,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png,
308,Medicham,Fighting,Psychic,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png,
309,Electrike,Electric,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png,
310,Manectric,Electric,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png,
311,Plusle,Electric,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,
312,Minun,Electric,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,
313,Volbeat,Bug,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,
314,Illumise,Bug,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png,
315,Roselia,Grass,Poison,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,
316,Gulpin,Poison,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,
317,Swalot,Poison,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,
318,Carvanha,Water,Dark,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,
319,Sharpedo,Water,Dark,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,
320,Wailmer,Water,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,
321,Wailord,Water,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,
322,Numel,Fire,Ground,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,
323,Camerupt,Fire,Ground,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,
324,Torkoal,Fire,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,
325,Spoink,Psychic,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,
326,Grumpig,Psychic,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,
327,Spinda,Normal,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,
328,Trapinch,Ground,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,
329,Vibrava,Ground,Dragon,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,
330,Flygon,Ground,Dragon,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,
331,Cacnea,Grass,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,
332,Cacturne,Grass,Dark,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,
333,Swablu,Normal,Flying,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,
334,Altaria,Dragon,Flying,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,
335,Zangoose,Normal,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png,
336,Seviper,Poison,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png,
337,Lunatone,Rock,Psychic,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png,
338,Solrock,Rock,Psychic,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png,
339,Barboach,Water,Ground,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png,
340,Whiscash,Water,Ground,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png,
341,Corphish,Water,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png,
342,Crawdaunt,Water,Dark,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png,
343,Baltoy,Ground,Psychic,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png,
344,Claydol,Ground,Psychic,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png,
345,Lileep,Rock,Grass,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png,
346,Cradily,Rock,Grass,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png,
347,Anorith,Rock,Bug,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png,
348,Armaldo,Rock,Bug,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png,
349,Feebas,Water,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png,
350,Milotic,Water,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png,
351,Castform,Normal,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png,
352,Kecleon,Normal,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png,
353,Shuppet,Ghost,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png,
354,Banette,Ghost,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png,
355,Duskull,Ghost,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,
356,Dusclops,Ghost,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,
357,Tropius,Grass,Flying,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,
358,Chimecho,Psychic,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,
359,Absol,Dark,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,
360,Wynaut,Psychic,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png,
361,Snorunt,Ice,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,
362,Glalie,Ice,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,
363,Spheal,Ice,Water,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png,
364,Sealeo,Ice,Water,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png,
365,Walrein,Ice,Water,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png,
366,Clamperl,Water,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png,
367,Huntail,Water,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png,
368,Gorebyss,Water,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png,
369,Relicanth,Water,Rock,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png,
370,Luvdisc,Water,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png,
371,Bagon,Dragon,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png,
372,Shelgon,Dragon,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png,
373,Salamence,Dragon,Flying,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png,
374,Beldum,Steel,Psychic,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png,
375,Metang,Steel,Psychic,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png,
376,Metagross,Steel,Psychic,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png,
377,Regirock,Rock,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png,
378,Regice,Ice,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png,
379,Registeel,Steel,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png,
380,Latias,Dragon,Psychic,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png,
381,Latios,Dragon,Psychic,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png,
382,Kyogre,Water,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png,
383,Groudon,Ground,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png,
384,Rayquaza,Dragon,Flying,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png,
385,Jirachi,Steel,Psychic,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png,
386,Deoxys Normal,Psychic,,3,Hoenn,Ruby/Sapphire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png,
387,Turtwig,Grass,,4,Sinnoh,Diamond/Pearl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png,
388,Grotle,Grass,,4,Sinnoh,Diamond/Pearl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png,
389,Torterra,Grass,Ground,4,Sinnoh,Diamond/Pearl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png,
390,Chimchar,Fire,,4,Sinnoh,Diamond/Pearl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png,
391,Monferno,Fire,Fighting,4,Sinnoh,Diamond/Pearl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png,
392,Infernape,Fire,Fighting,4,Sinnoh,Diamond/Pearl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png,
